cleaned_text,sentiment
operating profit total eurmarket neutraldown eurmarket neutralin first quarter,negative
operating profit total eurmarket neutraldown eurmarket neutrala year earlier,negative
operating profit total eurmarket neutraldown eurmarket neutralin first half,negative
operating profit total eurmarket neutraldown eurmarket neutralthe year,negative
operating profit eurmarket neutraldown eurmarket neutral,negative
profit period eurmarket neutraldown eurmarket neutralin,negative
revenue slightly xac million million compare xac million year earlier,negative
sale seppala diminish per cent,negative
talentum net sale september small expect,negative
company profit total percentage yearonyear,negative
company say sale three month end march slide eur eur last year,negative
operate margin come percentage percentage,negative
operate margin aker yard cruise ferry division percentage percentage first quarter,negative
total capital fund manage bank decrease percentage eurmarket neutralby end september,negative
upm stock fell percent euro early afternoon trading helsinki,negative
yit baltic sale first three quarter total million euro represent drop percent year year,negative
extremely delighted project continuation cooperation viking line,positive
demand fireplace product lower expect especially germany,negative
however order receive period review fell percentage quarteronquarter eur million record second quarter,negative
announcement push freenet share percentage eur frankfurt trade eur investor give hope united internet drillisch would pursue takeover breakup freenet,negative
danske bank danske jump percent krone rebound yesterday percent slide,positive
accord company addition normal seasonal fluctuation market situation weaken autumarket neutral,negative
change market situation tougher price competition substantially reduce demand bread packaging manufacture kauhava plant accord company,negative
building home improvement trade sale decrease percentage total eurmarket neutral,negative
building home improvement trade net sale total eurmarket neutraldown eurmarket neutrala year earlier,negative
building home improvement trade sale decrease percentage eurmarket neutral,negative
